1U321260.000,20220414,1,,,,26.0000000000,121.0000000000,27.0000000000,122.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U322210.000,20210921,1,20230403,2,,21.0000000000,122.0000000000,22.0000000000,123.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U322220.000,20210910,1,20230118,5,,22.0000000000,122.0000000000,23.0000000000,123.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U322230.000,20210901,1,20230801,25,,23.0000000000,122.0000000000,24.0000000000,123.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U322240.000,20210823,1,20220830,2,,24.0000000000,122.0000000000,25.0000000000,123.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U322250.000,20210805,1,20230731,26,,25.0000000000,122.0000000000,26.0000000000,123.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U322260.000,20220406,1,,,,26.0000000000,122.0000000000,27.0000000000,123.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U404526.000,20210928,4,20230801,11,,24.2666670000,118.0916670000,24.5666667000,118.5583330000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
1U419220.000,20210815,2,20211129,1,,22.0000000000,119.0000000000,22.5000000000,119.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
1U419221.000,20210815,2,,,,22.5000000000,119.0000000000,23.0000000000,119.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,13,,
1U419222.000,20210815,2,,,,22.0000000000,119.5000000000,22.5000000000,120.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U419223.000,20210815,3,20220509,3,,22.5000000000,119.5000000000,23.0000000000,120.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,10,,
1U419230.000,20220710,2,20220812,1,,23.0000000000,119.0000000000,23.5000000000,119.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,5,,
1U419231.000,20200710,1,20230419,17,,23.5000000000,119.0000000000,24.0000000000,119.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U419232.000,20230314,5,20230520,1,,23.0000000000,119.5000000000,23.5000000000,120.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,10,,
1U419233.000,20230411,5,20230731,5,,23.5000000000,119.5000000000,24.0000000000,120.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,4,,
1U419240.000,20200804,2,20230718,2,,24.0000000000,119.0000000000,24.5000000000,119.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
1U419242.000,20220929,4,20230718,4,,24.0000000000,119.5000000000,24.5000000000,120.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,6,,
1U419243.000,20200804,1,20230718,8,,24.5000000000,119.5000000000,25.0000000000,120.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U420210.000,20230114,1,20230217,1,,21.0000000000,120.0000000000,21.5000000000,120.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U420211.000,20230217,2,,,,21.5000000000,120.0000000000,22.0000000000,120.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,3,,
1U420212.000,20230217,2,,,,21.0000000000,120.5000000000,21.5000000000,121.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U420213.000,20230309,2,20230407,1,,21.5000000000,120.5000000000,22.0000000000,121.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,10,,
1U420220.000,20191106,1,20230419,15,,22.0000000000,120.0000000000,22.5000000000,120.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U420221.000,20221227,4,20230731,7,,22.5000000000,120.0000000000,23.0000000000,120.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,11,,
1U420222.000,20200424,1,20230619,14,,22.0000000000,120.5000000000,22.5000000000,121.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U420223.000,20200416,1,,,,22.5000000000,120.5000000000,23.0000000000,121.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U420230.000,20230306,4,20230520,1,,23.0000000000,120.0000000000,23.5000000000,120.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,12,,
1U420231.000,20230314,5,20230801,6,,23.5000000000,120.0000000000,24.0000000000,120.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,24,,
1U420240.000,20230408,6,20230801,9,,24.0000000000,120.0000000000,24.5000000000,120.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,6,,
1U420241.000,20230216,4,20230703,2,,24.5000000000,120.0000000000,25.0000000000,120.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,11,,
1U420242.000,20210705,4,20230626,5,,24.0000000000,120.5000000000,24.5000000000,121.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,3,,
1U420243.000,20230428,4,20230714,3,,24.5000000000,120.5000000000,25.0000000000,121.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,18,,
1U420252.000,20210208,2,20230428,8,,25.0000000000,120.5000000000,25.5000000000,121.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
1U421210.000,20210309,1,,,,21.0000000000,121.0000000000,21.5000000000,121.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U421211.000,20210309,2,20220530,1,,21.5000000000,121.0000000000,22.0000000000,121.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
1U421212.000,20210313,1,,,,21.0000000000,121.5000000000,21.5000000000,122.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U421213.000,20210302,2,20211031,1,,21.5000000000,121.5000000000,22.0000000000,122.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U421220.000,20200102,2,20220530,3,,22.0000000000,121.0000000000,22.5000000000,121.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U421221.000,20200213,1,20230403,7,,22.5000000000,121.0000000000,23.0000000000,121.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U421222.000,20210313,3,20230626,5,,22.0000000000,121.5000000000,22.5000000000,122.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U421223.000,20210319,2,,,,22.5000000000,121.5000000000,23.0000000000,122.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U421230.000,20191112,1,20230626,4,,23.0000000000,121.0000000000,23.5000000000,121.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U421232.000,20210406,2,,,,23.0000000000,121.5000000000,23.5000000000,122.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U421233.000,20210417,3,20220829,4,,23.5000000000,121.5000000000,24.0000000000,122.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
1U421241.000,20200218,1,,,,24.5000000000,121.0000000000,25.0000000000,121.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U421242.000,20210824,4,20220829,3,,24.0000000000,121.5000000000,24.5000000000,122.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U421243.000,20230203,5,20230619,3,,24.5000000000,121.5000000000,25.0000000000,122.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,16,,
1U421250.000,20210703,2,20230331,19,,25.0000000000,121.0000000000,25.5000000000,121.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,18,,
1U421251.000,20201016,1,20230319,4,,25.5000000000,121.0000000000,26.0000000000,121.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U421252.000,20230602,5,,,,25.0000000000,121.5000000000,25.5000000000,122.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,5,,
1U421253.000,20201002,1,20230630,4,,25.5000000000,121.5000000000,26.0000000000,122.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U422211.000,20210921,2,20211031,1,,21.5000000000,122.0000000000,22.0000000000,122.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U422220.000,20210313,2,20211031,1,,22.0000000000,122.0000000000,22.5000000000,122.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U422221.000,20210319,2,,,,22.5000000000,122.0000000000,23.0000000000,122.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U422230.000,20210406,2,20211031,1,,23.0000000000,122.0000000000,23.5000000000,122.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
1U422231.000,20210413,2,20220829,2,,23.5000000000,122.0000000000,24.0000000000,122.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U422240.000,20210504,2,20230130,2,,24.0000000000,122.0000000000,24.5000000000,122.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
1U422241.000,20210504,2,20220829,2,,24.5000000000,122.0000000000,25.0000000000,122.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,3,,
1U422250.000,20200705,1,20230110,13,,25.0000000000,122.0000000000,25.5000000000,122.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U422251.000,20200901,1,20230630,5,,25.5000000000,122.0000000000,26.0000000000,122.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U500334.000,20211214,3,20230419,4,,23.4722222000,119.4277778000,23.5888889000,119.6110917000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
1U500341.000,20221010,5,20230801,13,,22.4983333000,120.1830556000,22.6430556000,120.3500000000,,,,,,,,,,,,,,,,,,,,,1,1,0,7,,
1U500351.000,20220703,3,20220715,1,,23.9316667000,121.5916667000,24.0177778000,121.6583333000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
1U500353.000,20220502,3,20230716,8,,25.1166666000,121.6666667000,25.2361111000,121.8583333000,,,,,,,,,,,,,,,,,,,,,1,1,0,6,,
1U500357.000,20220703,4,20230801,7,,24.1833333000,120.4166667000,24.3500000000,120.5416667000,,,,,,,,,,,,,,,,,,,,,1,1,0,13,,
1U500358.000,20230210,6,,,,23.3541667000,120.0972222000,23.3875000000,120.1486111000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
1U50339A.000,20221125,3,20230713,2,,22.8027778000,120.1519444000,22.8525000000,120.2161111000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U50349A.000,20200820,2,20220530,2,,24.2677778000,121.7416667000,24.3177778000,121.7916667000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
1U50351A.000,20230602,5,20230618,2,,24.5730556000,121.8500000000,24.6147222000,121.9166667000,,,,,,,,,,,,,,,,,,,,,1,1,0,4,,
1U50353B.000,20200224,2,20230801,3,,25.1166666000,121.8125000000,25.1372223000,121.8375000000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
1U50354A.000,20210518,2,20230711,17,,25.1361110000,121.3444445000,25.1750035000,121.4027779000,,,,,,,,,,,,,,,,,,,,,1,1,0,10,,
1U50354C.000,20210125,1,20210608,3,,25.1152778000,121.2477778000,25.1597222000,121.3138889000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U50361A.000,20230120,2,20230515,1,,23.7033333000,120.0333333000,23.8125000000,120.1944444000,,,,,,,,,,,,,,,,,,,,,1,1,0,5,,
1U504526.000,20220703,1,20230721,6,,24.3223193000,118.1316756000,24.4927986000,118.3263000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U560202.000,20230106,2,,,,24.8563889000,121.8255556000,24.8741667000,121.8500000000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
1U561001.000,20210906,3,20230426,2,,22.9444444000,120.1333333000,23.0027778000,120.1777778000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
1U561201.000,20221125,2,20230521,1,,22.8525000000,120.1519444000,22.8858333000,120.2161111000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
1U561404.000,20211229,2,20230406,1,,22.4308000000,120.4431000000,22.4613000000,120.4940000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
1U561709.000,20210806,2,,,,23.5486111000,119.6666667000,23.5625000000,119.6783333000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
1U603411.000,20230629,1,20230713,2,,22.5230000000,120.2840000000,22.5660000000,120.3500000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U660302.000,20190225,1,,,,25.0919445000,121.9152778000,25.1044444000,121.9258334000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U661901.000,20210515,2,20221028,1,,26.1525000000,119.9300000000,26.1725000000,119.9445000000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
1U661902.000,20230425,2,,,,26.2019444000,119.9608333000,26.2097222000,119.9709444000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
1U661903.000,20210925,1,20221028,1,,26.3589722000,120.4695833000,26.3711111000,120.4900000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U661904.000,20211004,1,20230801,2,,25.9501111000,119.9563889000,25.9608333000,119.9683333000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
1U661905.000,20211023,1,20221028,1,,25.9654600000,119.9266400000,25.9725000000,119.9341900000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AL300001.000,20220929,3,,,,39.5833333000,18.2333333000,41.9166667000,20.1666667000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
AL400001.000,20220929,5,,,,41.0000000000,18.7333333000,41.9166667000,19.7166667000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
AL400002.000,20220928,5,,,,40.2500000000,18.7500000000,41.0000000000,19.6166667000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
AL400003.000,20220701,4,,,,39.6166667000,18.8333333000,40.2500000000,20.0833333000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
AL500001.000,20220706,2,,,,41.7416667000,19.5416667000,41.8333333000,19.6208333000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
AL500002.000,20220705,1,,,,41.3500000000,19.3666667000,41.4333333000,19.4333333000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AL500005.000,20220613,1,,,,40.4166667000,19.4083333000,40.4958333000,19.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AL500007.000,20220609,1,,,,40.0166667000,19.7110000000,40.1083333000,19.8166667000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AL500008.000,20220608,1,,,,39.8333333000,19.9666667000,39.8833333000,20.0333333000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR201010.000,20230717,5,,,,-36.4333333000,-58.9000000000,-33.8333333000,-54.9916667000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
AR201140.000,20210122,2,20220824,4,,-38.3333333000,-58.0000000000,-36.4333333000,-55.6666667000,,,,,,,,,,,,,,,,,,,,,1,1,0,30,,
AR202100.000,20161207,2,20221020,17,,-40.5000000000,-62.5000000000,-38.3333333000,-57.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,15,,
AR202140.000,20120713,1,20230725,19,,-42.4500000000,-65.2500000000,-40.5000000000,-60.6666667000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR202150.000,20151109,1,20220530,14,,-44.8666667000,-66.1666667000,-42.4500000000,-62.8166667000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR203100.000,20220301,2,20220927,2,,-47.3000000000,-67.7500000000,-44.8666667000,-62.4166667000,,,,,,,,,,,,,,,,,,,,,1,1,0,19,,
AR203170.000,20130524,1,20230628,9,,-49.5000000000,-68.0000000000,-47.3000000000,-62.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR204130.000,20140415,1,20210125,3,,-51.8666667000,-69.5833333000,-49.5000000000,-64.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR204160.000,20140513,1,20180404,24,,-54.1166667000,-68.8500000000,-51.8666667000,-62.5329650000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR301150.000,20100615,1,20220824,10,,-36.4333333000,-57.4500000000,-35.3833333000,-56.5833333000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR302120.000,20200228,5,20221020,5,,-39.4500000000,-62.3916667000,-38.7416667000,-61.1166667000,,,,,,,,,,,,,,,,,,,,,1,1,0,10,,
AR302130.000,20110411,1,20220530,2,,-40.8333333000,-62.5000000000,-39.4500000000,-61.1500000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR302160.000,20190902,2,20220530,3,,-43.0333333000,-63.8333333000,-41.8333333000,-62.7166667000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
AR302170.000,20190417,2,20221228,1,,-42.4500000000,-65.1166667000,-41.6666667000,-63.8333333000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
AR302180.000,20220111,2,,,,-43.2333333000,-65.1666667000,-42.4500000000,-63.8333333000,,,,,,,,,,,,,,,,,,,,,1,1,0,10,,
AR303110.000,20190412,2,,,,-44.9166667000,-65.7500000000,-44.1333333000,-65.0000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
AR303120.000,20111012,1,,,,-45.3326250000,-66.9145972000,-44.9166667000,-65.3315028000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR304180.000,20111024,1,20211025,6,,-55.2000000000,-65.3500000000,-54.3333333000,-63.5000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR30419A.000,20110930,1,20211025,2,,-55.9000000000,-66.4166667000,-54.8333333000,-65.3500000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR304240.000,20181218,3,,,,-52.9833333000,-68.6083333000,-52.2000000000,-67.1666667000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
AR304250.000,20210924,3,,,,-53.9500000000,-68.6000000000,-52.9833333000,-67.3916667000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
AR306110.000,20230601,2,,,,-61.1666667000,-46.9166667000,-60.1666667000,-44.1333333000,,,,,,,,,,,,,,,,,,,,,1,1,0,2,,
AR307240.000,20150126,1,20220121,1,,-64.3008333000,-63.8250000000,-63.3333333000,-60.1166667000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR401350.000,20210325,1,,,,-34.3654406000,-58.8542086000,-34.1256431000,-58.4324669000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR401360.000,20210316,1,20230321,2,,-34.1874697000,-59.2498878000,-33.9476650000,-58.8290300000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR401370.000,20230228,2,,,,-34.2093403000,-58.4848242000,-33.8590978000,-58.1967819000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
AR401380.000,20230405,2,20230426,1,,-34.1258736000,-58.8959522000,-33.8860667000,-58.4753983000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
AR401390.000,20210325,1,,,,-33.9653286000,-59.2201194000,-33.7255153000,-58.8003539000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR401400.000,20210319,1,20230731,1,,-33.9545842000,-59.4341986000,-33.6043272000,-59.1470119000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR401410.000,20220302,2,20230224,1,,-33.8311447000,-59.8255756000,-33.5913264000,-59.4064644000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
AR401420.000,20220824,2,20230224,1,,-33.6163231000,-60.2652894000,-33.2948067000,-59.7417322000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
AR401430.000,20211228,1,,,,-33.3075806000,-60.7084144000,-32.9931003000,-60.1782706000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR401440.000,20211228,1,20230322,1,,-32.9968975000,-60.8626614000,-32.6465861000,-60.5785964000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR401450.000,20230131,2,,,,-32.6551667000,-60.8325000000,-31.9822744000,-60.6255978000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
AR401460.000,20220512,2,20230209,5,,-31.9856844000,-60.7659289000,-31.6353172000,-60.4850028000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
AR401560.000,20230131,5,,,,-34.6500000000,-58.4250000000,-34.5550000000,-58.2250000000,,,,,,,,,,,,,,,,,,,,,1,1,0,28,,
AR401570.000,20191025,3,20230426,7,,-34.8783333000,-57.9700000000,-34.6300000000,-57.7433333000,,,,,,,,,,,,,,,,,,,,,1,1,0,10,,
AR401590.000,20100614,1,20181203,2,,-36.3650000000,-57.0250000000,-35.9666667000,-56.6850000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR402490.000,20181211,3,20210425,3,,-39.1166667000,-61.9400000000,-38.9516667000,-61.7666667000,,,,,,,,,,,,,,,,,,,,,1,1,0,5,,
AR402500.000,20101130,1,20221229,33,,-38.1583333000,-57.6166667000,-37.8116667000,-57.3166667000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR402520.000,20190731,4,20220628,13,,-38.7500000000,-58.8833333000,-38.5166667000,-58.4416667000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
AR402550.000,20190607,3,20211025,2,,-39.0166667000,-62.1666667000,-38.8833333000,-61.9400000000,,,,,,,,,,,,,,,,,,,,,1,1,0,14,,
AR402560.000,20190508,7,20211025,3,,-38.9916667000,-62.3916667000,-38.7416667000,-62.1666667000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
AR402620.000,20170919,2,20230725,6,,-40.9666667000,-65.1666667000,-40.7000000000,-64.7000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,4,,
AR402640.000,20181219,2,20190328,1,,-42.8166667000,-65.0833333000,-42.6966667000,-64.8500000000,,,,,,,,,,,,,,,,,,,,,1,1,0,8,,
AR402770.000,20150427,2,20150624,1,,-42.2666667000,-64.4833333000,-42.2166667000,-64.3666667000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
AR403560.000,20110419,1,20220301,8,,-45.7750000000,-67.4000000000,-45.5166667000,-67.2000000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR40357A.000,20151223,2,20230725,7,,-45.8850000000,-67.5083333000,-45.7750000000,-67.2950000000,,,,,,,,,,,,,,,,,,,,,1,1,0,10,,
AR403590.000,20110615,1,20220927,19,,-46.5000000000,-67.6166667000,-46.3700000000,-67.3500000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR403600.000,20111117,1,20230628,11,,-47.9666667000,-65.9666667000,-47.6916667000,-65.6416667000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR403640.000,20220803,2,20230530,2,,-49.3500000000,-67.7500000000,-49.1500000000,-67.5333333000,,,,,,,,,,,,,,,,,,,,,1,1,0,11,,
AR404520.000,20210629,3,20220425,1,,-51.6666667000,-69.2666667000,-51.5333333000,-68.6500000000,,,,,,,,,,,,,,,,,,,,,1,1,0,5,,
AR404600.000,20160602,2,,,,-53.3333333000,-68.3833333000,-53.2500000000,-68.1500000000,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,
AR407620.000,20220308,1,20220726,2,,-63.1000000000,-61.0166667000,-62.8333333000,-60.3500000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR407910.000,20180528,1,,,,-68.2333333000,-67.5500000000,-68.0666667000,-66.9166667000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR420010.000,20160418,7,20220406,2,,-35.1683333000,-56.0750000000,-35.0616667000,-55.9416667000,,,,,,,,,,,,,,,,,,,,,1,1,0,4,,
AR420020.000,20160418,7,20220406,2,,-35.1950000000,-56.3250000000,-35.0616667000,-56.0750000000,,,,,,,,,,,,,,,,,,,,,1,1,0,0,,
AR420030.000,20230522,8,,,,-35.2000000000,-57.1166667000,-35.0500000000,-56.3250000000,,,,,,,,,,,,,,,,,,,,,1,1,0,3,,
AR420040.000,20230522,7,,,,-35.1333333000,-57.3416667000,-34.7333333000,-57.1166667000,,,,,,,,,,,,,,,,,,,,,1,1,0,3,,
AR420050.000,20160418,5,20220406,4,,-34.9000000000,-57.7433333000,-34.6750000000,-57.3416667000,,,,,,,,,,,,,,,,,,,,,1,1,0,6,,
AR420060.000,20151130,1,20230111,12,,-34.7066667000,-58.2250000000,-34.5116667000,-57.9700000000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR420070.000,20230717,5,,,,-34.5550000000,-58.5916667000,-34.3654406000,-58.2250000000,,,,,,,,,,,,,,,,,,,,,1,1,0,5,,
AR420080.000,20180816,1,,,,-35.0333333000,-57.5916667000,-34.9000000000,-57.3416667000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
AR420090.000,20170623,1,,,,-35.0500000000,-57.1166667000,-34.7750000000,-56.5833181000,,,,,,,,,,,,,,,,,,,,,1,1,0,,,
